医師コード,氏名,KOL,論文執筆数,年齢,性別,専門医かどうか,施設タイプ,該当施設におけるA社全製品の売上: 直近1年間,MR訪問回数: 直近3ヶ月,MR電話回数: 直近3ヶ月,MRビデオ会議回数: 直近3ヶ月,webセミナー channelA 参加回数: 直近3ヶ月,webセミナー channelB 参加回数: 直近3ヶ月,webセミナー channelC 参加回数: 直近3ヶ月,製品説明会への参加,eDTL channelA アクセス数: 直近3ヶ月,eDTL channelB アクセス数: 直近3ヶ月,eDTL channelC アクセス数: 直近3ヶ月,eDTL channelC 開封数: 直近3ヶ月,自社医療関係者向けサイト 資料ダウンロード: 直近3ヶ月,自社医療関係者向けサイト メルマガクリック数: 直近3ヶ月,営業エリアでの過去の導入施設数: 直近1ヶ月,処方したかどうか
6049,山本 優子,1.0,0.0,40,男,専門医ではない,HP,2000,4.0,2.0,5.0,,0.0,1.0,0.0,0,2,0,6.0,no,5,3,0
6050,小林 太郎,0.0,0.0,40,女,専門医ではない,HP,2300,,9.0,15.0,0.0,0.0,0.0,0.0,0,2,1,2.0,no,4,2,0
6051,伊藤 結衣,0.0,0.0,69,女,専門医ではない,HP,1900,16.0,3.0,17.0,1.0,1.0,0.0,0.0,0,1,4,5.0,,1,2,0
6052,加藤 翔,,0.0,75,男,専門医ではない,HP,2500,6.0,3.0,18.0,2.0,1.0,0.0,1.0,11,1,1,5.0,no,4,2,1
6053,加藤 一郎,0.0,0.0,45,男,専門医ではない,GP&HP,1500,16.0,10.0,9.0,0.0,1.0,2.0,0.0,0,0,1,5.0,no,2,1,1
6054,佐藤 結衣,0.0,2.0,64,男,専門医,GP&HP,2100,6.0,6.0,9.0,1.0,1.0,1.0,0.0,1,2,0,3.0,yes,1,4,1
6055,佐藤 花子,0.0,1.0,29,男,専門医,HP,1900,8.0,4.0,35.0,1.0,1.0,0.0,0.0,0,1,1,6.0,no,2,2,1
6056,渡辺 一郎,0.0,1.0,60,男,専門医ではない,HP,1400,13.0,12.0,7.0,1.0,0.0,0.0,0.0,0,1,1,8.0,no,2,1,0
6057,田中 健太,0.0,0.0,76,男,専門医ではない,GP&HP,1700,4.0,5.0,7.0,1.0,1.0,1.0,0.0,0,0,0,5.0,yes,3,9,0
6058,高橋 一郎,0.0,0.0,33,男,専門医ではない,HP,1600,2.0,1.0,10.0,2.0,1.0,0.0,0.0,0,0,0,2.0,yes,4,0,0
6059,加藤 花子,0.0,1.0,60,男,専門医ではない,GP,1300,8.0,20.0,5.0,1.0,2.0,0.0,0.0,1,0,2,2.0,no,2,3,0
6060,佐藤 太郎,0.0,1.0,31,男,専門医ではない,GP,1400,1.0,0.0,15.0,1.0,1.0,1.0,0.0,1,1,0,5.0,yes,1,3,0
6061,佐藤 大輔,0.0,1.0,33,女,専門医ではない,HP,2800,14.0,10.0,28.0,1.0,0.0,1.0,0.0,0,1,1,6.0,no,2,4,1
6062,中村 彩,0.0,1.0,60,女,専門医ではない,GP&HP,1700,2.0,17.0,15.0,0.0,0.0,1.0,0.0,0,0,1,2.0,no,2,1,0
6063,中村 健太,0.0,0.0,43,男,専門医,GP,2300,5.0,6.0,19.0,0.0,1.0,0.0,0.0,0,3,1,1.0,no,6,0,0
6064,加藤 美咲,1.0,0.0,44,男,専門医ではない,GP&HP,1800,8.0,7.0,14.0,1.0,1.0,0.0,0.0,1,3,1,4.0,yes,2,1,0
6065,渡辺 翔,0.0,1.0,37,男,専門医ではない,GP,1500,5.0,2.0,12.0,0.0,1.0,0.0,0.0,1,1,1,4.0,no,2,4,0
6066,佐藤 一郎,0.0,0.0,32,男,専門医ではない,GP&HP,2000,16.0,6.0,9.0,3.0,1.0,3.0,0.0,4,2,0,1.0,no,6,3,1
6067,高橋 翔,0.0,1.0,40,男,専門医ではない,GP,1000,2.0,8.0,10.0,0.0,1.0,1.0,0.0,0,2,0,1.0,no,6,1,0
6068,加藤 一郎,1.0,1.0,44,男,専門医ではない,GP&HP,1300,1.0,4.0,12.0,0.0,0.0,0.0,0.0,1,1,2,10.0,no,2,2,0
6069,加藤 美咲,0.0,1.0,47,男,専門医ではない,GP,1600,2.0,2.0,12.0,1.0,2.0,1.0,0.0,2,4,0,11.0,no,5,4,0
6070,小林 大輔,0.0,0.0,34,男,専門医ではない,GP,2000,9.0,6.0,29.0,1.0,0.0,0.0,0.0,0,0,1,2.0,no,3,3,0
6071,佐藤 美咲,0.0,1.0,71,男,専門医,HP,1300,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0,2,1,4.0,yes,2,1,1
6072,中村 翔,,1.0,69,男,専門医ではない,GP,1200,9.0,10.0,22.0,0.0,0.0,0.0,0.0,1,1,1,10.0,no,2,4,1
6073,中村 彩,0.0,,63,男,専門医ではない,HP,3800,0.0,13.0,16.0,1.0,0.0,1.0,0.0,0,0,5,8.0,no,2,1,0
6074,田中 花子,0.0,1.0,40,男,専門医ではない,HP,2300,10.0,3.0,12.0,1.0,1.0,1.0,0.0,1,1,0,12.0,no,4,1,1
6075,田中 一郎,1.0,1.0,42,男,専門医ではない,HP,2200,9.0,12.0,30.0,1.0,1.0,0.0,0.0,2,1,0,9.0,no,2,5,1
6076,山本 花子,0.0,0.0,68,女,専門医ではない,GP&HP,2300,4.0,24.0,15.0,1.0,1.0,1.0,,1,1,1,1.0,no,3,3,0
6077,田中 健太,1.0,,54,男,専門医ではない,GP&HP,1300,4.0,20.0,11.0,0.0,0.0,,0.0,0,0,1,3.0,no,3,2,0
6078,加藤 大輔,0.0,0.0,60,男,専門医ではない,GP&HP,1100,4.0,9.0,21.0,1.0,1.0,1.0,1.0,1,0,4,3.0,yes,5,4,0
6079,渡辺 結衣,0.0,1.0,58,男,専門医,GP&HP,2800,3.0,1.0,4.0,1.0,1.0,1.0,0.0,2,5,1,2.0,yes,2,5,0
6080,渡辺 一郎,0.0,1.0,42,男,専門医ではない,GP&HP,1400,15.0,20.0,10.0,1.0,1.0,0.0,0.0,0,8,1,7.0,yes,1,4,1
6081,山本 太郎,0.0,1.0,48,男,専門医ではない,HP,1300,2.0,6.0,28.0,0.0,1.0,0.0,0.0,2,1,1,7.0,no,2,1,0
6082,伊藤 美咲,0.0,1.0,77,男,専門医ではない,GP&HP,2500,2.0,18.0,16.0,0.0,1.0,0.0,0.0,0,1,1,2.0,yes,3,2,0
6083,山本 美咲,0.0,2.0,76,男,専門医ではない,GP&HP,1600,6.0,5.0,26.0,0.0,1.0,0.0,1.0,0,1,2,5.0,no,2,3,1
6084,田中 大輔,0.0,1.0,56,女,専門医ではない,GP&HP,1000,4.0,26.0,25.0,0.0,0.0,0.0,0.0,2,1,1,3.0,no,2,2,0
6085,鈴木 優子,0.0,1.0,61,男,専門医,GP&HP,1500,2.0,4.0,10.0,0.0,1.0,1.0,0.0,1,0,0,3.0,no,4,2,0
6086,伊藤 一郎,0.0,1.0,29,男,専門医,GP&HP,1900,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2,5,1,4.0,no,2,2,1
6087,伊藤 翔,0.0,0.0,64,男,専門医ではない,GP&HP,1800,0.0,4.0,15.0,1.0,0.0,0.0,0.0,3,0,4,1.0,yes,11,0,0
6088,小林 美咲,1.0,,45,男,専門医ではない,HP,1700,2.0,17.0,18.0,0.0,1.0,1.0,0.0,0,0,2,5.0,no,2,4,1
6089,田中 健太,0.0,1.0,71,男,専門医ではない,GP,1600,5.0,7.0,26.0,0.0,2.0,0.0,0.0,0,1,1,5.0,no,1,1,0
6090,山本 結衣,0.0,0.0,75,男,専門医ではない,HP,2400,3.0,3.0,14.0,0.0,0.0,1.0,0.0,0,0,3,2.0,no,1,1,0
6091,加藤 優子,0.0,1.0,77,男,専門医ではない,GP&HP,1300,9.0,8.0,3.0,,0.0,1.0,0.0,1,1,4,3.0,no,8,7,0
6092,渡辺 大輔,0.0,1.0,31,男,専門医ではない,HP,1500,11.0,1.0,9.0,0.0,0.0,0.0,0.0,4,0,0,5.0,no,2,1,0
6093,高橋 健太,0.0,1.0,45,男,専門医ではない,HP,1600,6.0,15.0,15.0,1.0,2.0,0.0,1.0,0,0,0,11.0,no,3,4,0
6094,山本 一郎,0.0,1.0,62,男,専門医ではない,HP,2000,4.0,12.0,7.0,1.0,0.0,0.0,0.0,0,1,0,2.0,no,3,4,0
6095,佐藤 一郎,0.0,2.0,48,女,専門医ではない,GP,1200,10.0,9.0,12.0,1.0,0.0,0.0,1.0,1,0,1,6.0,no,5,1,0
6096,渡辺 健太,0.0,0.0,68,男,専門医ではない,GP&HP,2100,4.0,11.0,9.0,1.0,1.0,1.0,0.0,1,0,0,2.0,no,1,2,0
6097,渡辺 健太,0.0,1.0,62,男,専門医ではない,GP,1900,0.0,3.0,25.0,2.0,1.0,1.0,0.0,0,0,0,1.0,no,4,1,0
6098,山本 優子,0.0,1.0,61,男,専門医ではない,GP,1500,9.0,3.0,6.0,1.0,1.0,1.0,0.0,13,0,0,3.0,no,7,2,1
6099,田中 健太,0.0,0.0,76,男,専門医,GP,1400,6.0,8.0,12.0,1.0,0.0,0.0,0.0,1,1,1,1.0,yes,1,3,0
6100,山本 花子,0.0,2.0,54,男,専門医ではない,GP&HP,1700,7.0,4.0,17.0,0.0,0.0,0.0,0.0,4,1,3,4.0,yes,5,2,0
6101,鈴木 花子,0.0,1.0,77,男,専門医ではない,GP&HP,1900,9.0,2.0,13.0,2.0,1.0,0.0,0.0,0,0,0,6.0,yes,5,3,1
6102,山本 翔,0.0,0.0,60,男,専門医ではない,GP,1600,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0,2,1,7.0,no,4,3,0
6103,伊藤 優子,0.0,0.0,53,男,専門医,GP&HP,2400,8.0,13.0,6.0,,0.0,1.0,0.0,0,6,0,3.0,no,6,3,1
6104,中村 結衣,0.0,1.0,53,男,専門医ではない,GP,3100,11.0,11.0,14.0,0.0,1.0,1.0,1.0,1,7,0,6.0,yes,3,2,1
6105,渡辺 一郎,1.0,0.0,33,男,専門医ではない,GP,1700,6.0,7.0,10.0,1.0,0.0,0.0,0.0,4,0,1,11.0,no,1,2,0
6106,山本 結衣,0.0,1.0,52,男,専門医ではない,GP,1700,1.0,4.0,16.0,0.0,0.0,1.0,0.0,1,1,1,4.0,no,4,7,0
6107,山本 彩,0.0,0.0,54,男,専門医ではない,GP&HP,1600,20.0,11.0,4.0,1.0,1.0,0.0,0.0,1,1,1,5.0,no,6,1,1
6108,中村 優子,0.0,0.0,44,男,専門医ではない,GP&HP,1100,10.0,6.0,30.0,0.0,2.0,1.0,0.0,3,2,1,6.0,no,6,3,1
6109,佐藤 花子,0.0,1.0,64,男,専門医ではない,HP,2700,1.0,12.0,21.0,0.0,0.0,0.0,0.0,0,5,0,7.0,yes,3,1,1
6110,高橋 彩,0.0,1.0,47,男,専門医ではない,GP&HP,2200,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0,0,0,2.0,no,2,2,0
6111,佐藤 一郎,0.0,1.0,56,男,専門医ではない,GP&HP,1500,1.0,16.0,,,2.0,0.0,1.0,2,0,1,9.0,yes,3,3,0
6112,加藤 優子,0.0,0.0,54,女,専門医ではない,GP&HP,1400,8.0,3.0,12.0,1.0,1.0,1.0,0.0,0,0,1,4.0,no,3,2,0
6113,小林 彩,0.0,1.0,43,男,専門医,GP&HP,1400,4.0,11.0,14.0,1.0,2.0,1.0,0.0,1,1,0,8.0,no,4,3,0
6114,渡辺 優子,0.0,0.0,71,男,専門医ではない,GP&HP,1500,3.0,14.0,5.0,0.0,1.0,1.0,0.0,1,1,1,13.0,no,2,0,0
6115,伊藤 彩,0.0,0.0,75,男,専門医ではない,GP,1400,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0,0,0,4.0,no,2,2,0
6116,渡辺 一郎,0.0,1.0,67,男,専門医ではない,HP,1500,2.0,3.0,11.0,,0.0,0.0,0.0,6,1,1,3.0,no,4,2,0
6117,渡辺 太郎,0.0,1.0,50,女,専門医ではない,GP&HP,2000,3.0,0.0,21.0,1.0,0.0,0.0,0.0,0,0,0,5.0,no,1,1,0
6118,渡辺 大輔,0.0,1.0,62,女,専門医ではない,GP&HP,2200,4.0,7.0,6.0,1.0,0.0,0.0,0.0,1,0,0,2.0,no,1,2,0
6119,佐藤 結衣,1.0,0.0,29,男,専門医,HP,1400,2.0,2.0,17.0,1.0,1.0,1.0,0.0,0,1,1,4.0,yes,6,2,0
6120,伊藤 優子,,0.0,61,男,専門医,HP,1800,5.0,5.0,8.0,0.0,1.0,0.0,0.0,3,2,0,3.0,yes,1,4,0
6121,佐藤 一郎,0.0,0.0,76,男,専門医ではない,GP,1300,14.0,2.0,9.0,,0.0,0.0,0.0,2,0,1,7.0,no,1,3,0
6122,伊藤 大輔,0.0,1.0,56,男,専門医ではない,GP&HP,1400,2.0,4.0,7.0,1.0,0.0,1.0,0.0,1,1,0,2.0,no,3,3,0
6123,伊藤 美咲,,1.0,53,男,専門医ではない,HP,1700,9.0,7.0,20.0,1.0,0.0,1.0,,1,3,0,7.0,no,1,3,0
6124,伊藤 彩,0.0,1.0,53,男,専門医ではない,HP,2600,2.0,5.0,17.0,1.0,0.0,1.0,0.0,0,1,0,1.0,no,3,4,0
6125,伊藤 彩,1.0,2.0,48,男,専門医ではない,GP&HP,3200,1.0,4.0,10.0,0.0,1.0,0.0,0.0,2,0,2,1.0,no,4,7,0
6126,伊藤 美咲,0.0,0.0,64,男,専門医ではない,HP,1600,2.0,1.0,9.0,,2.0,1.0,1.0,1,1,0,2.0,no,3,3,1
6127,伊藤 一郎,1.0,1.0,63,男,専門医ではない,GP,1500,5.0,1.0,5.0,0.0,0.0,1.0,0.0,1,5,2,4.0,no,4,1,0
6128,高橋 健太,0.0,0.0,43,男,専門医ではない,GP&HP,1900,8.0,11.0,9.0,0.0,1.0,0.0,0.0,0,1,4,3.0,yes,4,0,0
6129,中村 結衣,0.0,0.0,51,男,専門医ではない,GP,1700,1.0,0.0,25.0,1.0,1.0,1.0,0.0,1,0,0,6.0,yes,2,7,0
6130,加藤 太郎,0.0,2.0,32,男,専門医ではない,HP,1500,9.0,8.0,2.0,0.0,1.0,0.0,0.0,0,1,0,11.0,no,2,2,0
6131,鈴木 優子,0.0,1.0,58,男,専門医ではない,HP,1800,0.0,15.0,22.0,1.0,1.0,1.0,0.0,1,0,0,9.0,yes,3,1,0
6132,加藤 美咲,0.0,1.0,39,男,専門医ではない,GP,2500,1.0,23.0,7.0,1.0,1.0,0.0,0.0,0,3,1,5.0,no,4,3,0
6133,加藤 優子,0.0,1.0,43,男,専門医ではない,GP&HP,2500,6.0,2.0,18.0,1.0,1.0,1.0,0.0,0,0,0,6.0,no,1,2,0
6134,鈴木 結衣,0.0,1.0,76,男,専門医ではない,HP,2000,6.0,7.0,7.0,0.0,0.0,1.0,0.0,1,3,2,1.0,no,2,2,0
6135,伊藤 花子,0.0,0.0,50,男,専門医ではない,GP,1200,10.0,5.0,19.0,1.0,1.0,0.0,0.0,0,0,1,1.0,no,4,2,0
6136,伊藤 翔,0.0,1.0,57,男,専門医ではない,HP,1100,4.0,16.0,10.0,0.0,0.0,0.0,1.0,2,1,1,7.0,yes,1,1,1
6137,田中 大輔,0.0,1.0,51,男,専門医ではない,HP,1600,1.0,16.0,11.0,1.0,0.0,0.0,1.0,0,1,2,5.0,no,6,1,0
6138,高橋 彩,1.0,0.0,60,男,専門医ではない,GP&HP,3500,5.0,8.0,14.0,0.0,0.0,0.0,0.0,1,5,0,2.0,yes,11,4,1
6139,加藤 太郎,0.0,1.0,51,男,専門医ではない,GP&HP,1500,6.0,0.0,13.0,0.0,1.0,0.0,0.0,1,1,2,0.0,no,1,1,0
6140,山本 翔,1.0,1.0,31,女,専門医ではない,GP&HP,1900,5.0,5.0,11.0,1.0,1.0,0.0,0.0,0,1,0,3.0,yes,2,6,0
6141,高橋 彩,0.0,0.0,40,女,専門医ではない,GP&HP,1900,10.0,19.0,22.0,1.0,1.0,1.0,0.0,0,1,1,2.0,no,3,3,0
6142,伊藤 翔,0.0,0.0,48,男,専門医ではない,GP,1300,1.0,9.0,17.0,1.0,0.0,1.0,0.0,2,1,0,13.0,no,3,0,0
6143,加藤 大輔,0.0,0.0,66,男,専門医ではない,HP,2400,4.0,1.0,19.0,0.0,0.0,1.0,0.0,1,1,0,3.0,no,3,0,0
6144,伊藤 翔,0.0,1.0,54,男,専門医ではない,GP&HP,1300,10.0,,12.0,,0.0,1.0,0.0,3,7,17,1.0,no,3,6,0
6145,鈴木 一郎,0.0,1.0,37,男,専門医,GP,1800,4.0,1.0,12.0,0.0,0.0,0.0,0.0,4,3,1,5.0,no,3,2,0
6146,伊藤 結衣,0.0,0.0,73,男,専門医,GP,1600,4.0,4.0,12.0,2.0,0.0,0.0,0.0,1,0,3,2.0,no,2,3,0
6147,伊藤 美咲,0.0,0.0,53,男,専門医ではない,GP,1100,7.0,7.0,14.0,0.0,0.0,1.0,0.0,2,3,1,5.0,no,9,2,0
6148,鈴木 花子,0.0,0.0,65,女,専門医ではない,GP,2200,12.0,6.0,10.0,1.0,0.0,1.0,0.0,1,1,1,2.0,no,1,2,0
6149,伊藤 一郎,0.0,1.0,62,男,専門医ではない,HP,1800,15.0,11.0,15.0,0.0,0.0,2.0,0.0,0,0,1,4.0,yes,5,5,1
6150,佐藤 健太,0.0,1.0,44,男,専門医ではない,HP,1500,4.0,13.0,13.0,1.0,0.0,1.0,0.0,1,0,1,2.0,no,3,4,1
6151,小林 一郎,0.0,0.0,39,男,専門医ではない,GP,2200,5.0,5.0,8.0,0.0,1.0,1.0,0.0,1,1,1,4.0,no,1,9,0
6152,中村 翔,0.0,1.0,39,男,専門医ではない,GP&HP,1600,10.0,6.0,13.0,2.0,1.0,0.0,0.0,1,1,0,3.0,no,3,2,0
6153,伊藤 彩,0.0,1.0,57,男,専門医ではない,HP,1200,2.0,1.0,18.0,1.0,0.0,2.0,,1,0,0,8.0,no,3,4,0
6154,小林 彩,0.0,1.0,74,男,専門医ではない,GP,1300,14.0,7.0,2.0,1.0,1.0,1.0,0.0,1,0,0,5.0,no,2,1,0
6155,小林 翔,0.0,0.0,38,男,専門医ではない,GP,1100,5.0,4.0,14.0,1.0,1.0,1.0,0.0,8,1,0,7.0,yes,3,2,0
6156,鈴木 翔,0.0,0.0,67,男,専門医ではない,GP,1900,0.0,6.0,14.0,,0.0,0.0,0.0,8,2,1,3.0,no,11,4,0
6157,鈴木 翔,0.0,1.0,57,男,専門医ではない,HP,1600,10.0,6.0,18.0,0.0,1.0,1.0,0.0,5,1,1,3.0,no,2,2,0
6158,佐藤 太郎,1.0,0.0,36,男,専門医,HP,1200,19.0,1.0,9.0,1.0,1.0,0.0,1.0,0,0,1,5.0,no,1,0,0
6159,中村 結衣,0.0,1.0,33,男,専門医,HP,2300,8.0,11.0,15.0,1.0,1.0,1.0,0.0,1,0,0,3.0,no,6,1,0
6160,加藤 花子,0.0,0.0,47,男,専門医ではない,HP,2300,4.0,0.0,11.0,0.0,0.0,1.0,0.0,1,1,0,2.0,no,3,3,0
6161,山本 大輔,0.0,1.0,46,男,専門医ではない,GP&HP,1500,12.0,,13.0,1.0,0.0,0.0,0.0,0,1,5,2.0,no,15,4,0
6162,田中 健太,0.0,2.0,49,男,専門医,GP&HP,1800,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0,1,0,1.0,no,5,1,0
6163,渡辺 結衣,1.0,1.0,46,女,専門医ではない,HP,1700,8.0,10.0,9.0,0.0,0.0,1.0,0.0,2,5,1,4.0,yes,2,2,1
6164,佐藤 翔,0.0,0.0,32,男,専門医,GP&HP,1600,2.0,3.0,16.0,0.0,0.0,1.0,0.0,0,2,1,2.0,no,10,1,0
6165,高橋 太郎,0.0,1.0,35,男,専門医,GP,1000,1.0,4.0,4.0,1.0,1.0,0.0,0.0,5,1,0,2.0,yes,4,1,0
6166,加藤 花子,0.0,1.0,66,男,専門医ではない,GP,1000,4.0,2.0,3.0,1.0,1.0,0.0,0.0,3,0,0,6.0,no,2,2,0
6167,佐藤 優子,1.0,1.0,40,男,専門医ではない,HP,1400,1.0,14.0,37.0,1.0,0.0,,0.0,0,1,2,1.0,no,5,2,0
6168,田中 一郎,0.0,0.0,41,男,専門医ではない,GP&HP,1800,3.0,3.0,10.0,1.0,1.0,0.0,0.0,0,0,1,5.0,no,1,3,0
6169,伊藤 花子,0.0,0.0,44,女,専門医ではない,GP,2100,6.0,1.0,16.0,0.0,1.0,0.0,0.0,1,0,1,1.0,no,4,2,0
6170,小林 健太,0.0,1.0,70,男,専門医ではない,GP,1700,17.0,7.0,12.0,1.0,1.0,1.0,1.0,1,1,1,6.0,no,2,2,0
6171,山本 美咲,0.0,0.0,58,男,専門医ではない,HP,1600,2.0,8.0,10.0,0.0,2.0,0.0,0.0,0,3,0,12.0,no,3,2,0
6172,伊藤 優子,1.0,0.0,41,男,専門医ではない,HP,1500,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0,0,1,2.0,yes,1,1,0
6173,中村 健太,1.0,1.0,75,男,専門医,HP,2100,3.0,3.0,,0.0,1.0,0.0,1.0,1,1,3,10.0,no,1,5,1
6174,渡辺 翔,0.0,1.0,45,女,専門医ではない,HP,1500,5.0,1.0,13.0,0.0,1.0,1.0,0.0,1,1,0,3.0,yes,4,3,0
6175,小林 花子,0.0,1.0,49,男,専門医ではない,GP,1300,5.0,8.0,19.0,1.0,1.0,1.0,0.0,1,0,0,2.0,no,4,2,1
6176,高橋 花子,0.0,1.0,55,男,専門医,GP&HP,2700,4.0,11.0,14.0,0.0,1.0,0.0,0.0,0,0,0,4.0,yes,2,3,1
6177,山本 健太,0.0,1.0,56,男,専門医ではない,GP,1300,4.0,6.0,21.0,0.0,1.0,0.0,0.0,0,1,0,5.0,yes,9,4,1
6178,田中 太郎,0.0,1.0,62,男,専門医ではない,GP&HP,2100,4.0,11.0,8.0,0.0,1.0,0.0,0.0,0,0,5,1.0,no,5,1,0
6179,伊藤 太郎,0.0,1.0,41,男,専門医ではない,GP,2100,3.0,4.0,17.0,1.0,0.0,0.0,0.0,0,1,0,2.0,yes,3,0,0
6180,佐藤 優子,0.0,1.0,35,男,専門医ではない,GP&HP,1100,4.0,13.0,13.0,2.0,0.0,0.0,0.0,0,0,2,4.0,no,2,2,0
6181,高橋 大輔,1.0,0.0,46,女,専門医ではない,GP,1400,2.0,5.0,19.0,2.0,2.0,1.0,0.0,0,2,2,14.0,no,5,5,1
6182,小林 美咲,0.0,1.0,45,男,専門医ではない,HP,1900,1.0,16.0,25.0,0.0,1.0,0.0,0.0,0,2,0,3.0,yes,2,3,0
6183,高橋 花子,1.0,1.0,71,男,専門医ではない,GP,2900,1.0,7.0,5.0,1.0,0.0,0.0,0.0,0,0,1,4.0,no,5,3,0
6184,山本 結衣,1.0,0.0,49,男,専門医ではない,GP,1300,0.0,8.0,19.0,0.0,0.0,0.0,0.0,3,3,1,1.0,no,4,0,0
6185,山本 太郎,0.0,0.0,28,男,専門医,GP,1600,1.0,14.0,5.0,1.0,0.0,1.0,0.0,0,1,0,0.0,no,3,0,0
6186,山本 花子,0.0,0.0,77,男,専門医ではない,HP,1600,14.0,6.0,4.0,0.0,1.0,2.0,1.0,3,1,0,7.0,no,3,3,1
6187,渡辺 健太,0.0,1.0,70,男,専門医ではない,HP,1500,11.0,13.0,6.0,,1.0,0.0,0.0,1,0,0,4.0,no,2,5,0
6188,小林 優子,0.0,1.0,35,男,専門医ではない,GP,1400,11.0,5.0,8.0,0.0,0.0,1.0,0.0,1,0,1,5.0,no,2,3,0
6189,高橋 結衣,0.0,0.0,48,女,専門医ではない,GP,1000,1.0,12.0,8.0,1.0,1.0,1.0,0.0,0,1,2,3.0,no,2,2,0
6190,加藤 大輔,0.0,1.0,61,男,専門医ではない,HP,2400,7.0,22.0,6.0,0.0,2.0,1.0,0.0,1,2,0,1.0,no,5,5,0
6191,高橋 翔,0.0,1.0,70,男,専門医ではない,HP,2600,13.0,4.0,15.0,1.0,1.0,0.0,0.0,0,0,0,11.0,yes,3,3,0
6192,伊藤 花子,0.0,1.0,50,男,専門医ではない,GP,2100,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0,1,1,7.0,yes,5,2,0
6193,渡辺 花子,0.0,0.0,68,男,専門医ではない,GP,1800,11.0,4.0,7.0,1.0,1.0,1.0,0.0,2,0,1,3.0,no,6,1,0
6194,伊藤 彩,0.0,0.0,46,女,専門医ではない,HP,3100,4.0,,8.0,1.0,1.0,0.0,0.0,2,0,0,8.0,yes,6,7,1
6195,田中 太郎,0.0,0.0,49,女,専門医ではない,HP,1400,3.0,2.0,7.0,0.0,0.0,1.0,0.0,1,1,1,2.0,no,2,3,0
6196,佐藤 翔,0.0,2.0,34,女,専門医,GP,1300,1.0,7.0,21.0,0.0,1.0,1.0,0.0,0,0,3,2.0,no,2,4,1
6197,佐藤 優子,1.0,0.0,68,男,専門医ではない,GP,3100,3.0,3.0,14.0,0.0,0.0,,0.0,0,3,0,3.0,no,2,1,0
6198,田中 優子,0.0,0.0,56,男,専門医,GP,2000,3.0,2.0,13.0,1.0,1.0,1.0,1.0,1,1,1,5.0,no,5,2,0
6199,高橋 彩,0.0,0.0,51,男,専門医ではない,GP&HP,1600,2.0,18.0,21.0,2.0,1.0,0.0,0.0,1,1,2,11.0,no,1,1,0
6200,山本 一郎,0.0,0.0,65,男,専門医ではない,GP&HP,1000,0.0,8.0,34.0,0.0,0.0,0.0,0.0,1,3,0,3.0,no,2,3,0
6201,佐藤 結衣,0.0,1.0,71,男,専門医,HP,2800,3.0,8.0,8.0,0.0,1.0,0.0,0.0,1,0,0,7.0,no,5,3,0
6202,小林 優子,0.0,0.0,52,男,専門医ではない,GP,2500,1.0,4.0,7.0,1.0,2.0,1.0,0.0,1,2,0,2.0,no,4,4,0
6203,小林 優子,0.0,1.0,43,女,専門医ではない,HP,2500,1.0,14.0,7.0,0.0,0.0,0.0,0.0,3,3,2,1.0,no,2,2,0
6204,田中 翔,0.0,0.0,39,男,専門医,GP&HP,1400,4.0,0.0,10.0,0.0,0.0,0.0,0.0,2,1,0,0.0,yes,3,1,0
6205,佐藤 結衣,0.0,0.0,30,男,専門医ではない,GP,2500,4.0,11.0,11.0,1.0,1.0,0.0,0.0,2,1,1,4.0,yes,1,3,0
6206,小林 健太,0.0,1.0,49,男,専門医ではない,GP,1900,3.0,7.0,6.0,1.0,0.0,1.0,0.0,0,1,0,6.0,no,3,0,0
6207,中村 花子,0.0,1.0,66,女,専門医ではない,GP&HP,1500,3.0,10.0,4.0,1.0,0.0,1.0,1.0,0,2,2,5.0,no,2,0,0
6208,中村 彩,0.0,0.0,55,女,専門医ではない,HP,1100,0.0,2.0,11.0,0.0,,3.0,0.0,0,1,1,4.0,no,2,2,0
6209,伊藤 彩,0.0,1.0,36,男,専門医ではない,HP,1100,3.0,11.0,3.0,1.0,0.0,1.0,0.0,0,0,4,4.0,no,3,3,0
6210,小林 美咲,0.0,0.0,37,男,専門医,GP,1400,7.0,6.0,6.0,0.0,1.0,0.0,0.0,1,1,0,4.0,no,3,0,1
6211,鈴木 一郎,0.0,2.0,72,男,専門医ではない,GP,1200,2.0,3.0,20.0,0.0,1.0,0.0,0.0,1,1,0,4.0,no,1,1,0
6212,渡辺 花子,0.0,1.0,74,男,専門医,GP&HP,1200,6.0,8.0,6.0,1.0,0.0,0.0,0.0,0,0,0,2.0,no,3,0,0
6213,伊藤 花子,,,57,男,専門医ではない,GP,1500,2.0,4.0,9.0,0.0,0.0,1.0,0.0,0,3,1,2.0,no,1,6,0
6214,山本 彩,,1.0,57,男,専門医,HP,2100,0.0,18.0,8.0,0.0,1.0,0.0,1.0,1,0,0,4.0,yes,2,2,0
